date yr0 yrhalf yr01 yr02 yr03 yr04 yr05 yr07 yr10 yr15 yr20 yr30 yr40
20080602 0 0 0.008538116275 0.011094202614 0.013501696528 0.015218397385 0.016525722668 0.017448413702 0.01809207416 0 0 0 0
20080603 0 0 0.00867298401 0.01090534159 0.013322933333 0.015187259035 0.016706738489 0.017652096329 0.018335455113 0 0 0 0
20080604 0 0 0.008812415322 0.011423037097 0.013828265237 0.015611843454 0.017131345014 0.018163715458 0.01893875491 0 0 0 0
20080605 0 0 0.008705674458 0.011314262796 0.013538183464 0.015401273888 0.017058437617 0.018158283832 0.01880340075 0 0 0 0
20080606 0 0 0.008749293419 0.011230163838 0.013630427424 0.015485212153 0.017057262477 0.018218151261 0.018857174116 0 0 0 0
20080609 0 0 0.009027264872 0.011748714221 0.014232123382 0.016135995445 0.017475271536 0.018620636941 0.0192505279 0 0 0 0
20080610 0 0 0.009213066084 0.012072542537 0.014558410278 0.016337252481 0.01784196053 0.018966977915 0.01959095881 0 0 0 0
20080611 0 0 0.009270288508 0.012234550604 0.014641843113 0.016549818826 0.01815997012 0.018994211516 0.019637034979 0 0 0 0
20080612 0 0 0.009240451618 0.012163501739 0.014549119318 0.01622367003 0.01794288141 0.018818520527 0.019423734715 0 0 0 0
20080613 0 0 0.009154496762 0.012103952735 0.014508401515 0.016229883633 0.01779307988 0.018768581037 0.019282076835 0 0 0 0
20080616 0 0 0.009274542429 0.011951514805 0.014307818813 0.016021214876 0.017540046315 0.018452072573 0.0190335831 0 0 0 0
20080617 0 0 0.008989509014 0.011736041097 0.014075464368 0.015845595238 0.017356137212 0.018323276478 0.018856715023 0 0 0 0
20080618 0 0 0.009169954212 0.011942829361 0.014266967577 0.016064752455 0.017420221692 0.018411283804 0.019010699495 0 0 0 0
20080619 0 0 0.009201934961 0.012051850415 0.014500377955 0.01630438961 0.017818268398 0.018616930705 0.019403841833 0 0 0 0
20080620 0 0 0.009572296059 0.01253182064 0.015071792907 0.016912612725 0.018380876795 0.019279953315 0.019905142172 0 0 0 0
20080623 0 0 0.009669912405 0.012608391478 0.015172758695 0.016970062829 0.018654314892 0.019464626761 0.020229343019 0 0 0 0
20080624 0 0 0.009963639129 0.013055244755 0.01563497414 0.017548841257 0.019290040057 0.020068539649 0.020544001549 0 0 0 0
20080625 0 0 0.009857848035 0.01294261418 0.015508419489 0.017395254854 0.018863351648 0.019723042907 0.020247699419 0 0 0 0
20080626 0 0 0.010606771242 0.013596090218 0.016315593203 0.018129451877 0.019799108581 0.020529505495 0.020962335695 0 0 0 0
20080627 0 0 0.010891569445 0.013937531156 0.01656513079 0.0185440013 0.020095702598 0.020896757428 0.021313095111 0 0 0 0
20080630 0 0 0.010732814442 0.014004938457 0.016651187282 0.018547558289 0.020243787523 0.020909335627 0.02156353453 0 0 0 0
20080701 0 0 0.010948719656 0.014034305169 0.016780609989 0.018751746392 0.020299996753 0.021227944814 0.021747616289 0 0 0 0
20080702 0.2736248 0.2736248 0.011007229791 0.014180417109 0.016992941656 0.01897283078 0.020388800553 0.021147412229 0.02198770895 0 0 0 0
20080703 0.2733984 0.2733984 0.011218062787 0.014672950143 0.017495158155 0.019241971977 0.02082096434 0.021652151776 0.022243346963 0 0 0 0
20080704 0.2725815 0.2725815 0.011414592636 0.01446071848 0.017314284885 0.019220808478 0.02103896039 0.021750991528 0.022454077459 0 0 0 0
20080707 0.2665765 0.2665765 0.011252725941 0.014703578614 0.017338993077 0.019297897202 0.021139035006 0.022004033798 0.022517325799 0 0 0 0
20080708 0.2562174 0.2562174 0.011493093244 0.014887136159 0.01776870755 0.01963044052 0.021514269946 0.022283389338 0.02297216059 0 0 0 0
20080709 0.2417023 0.2417023 0.011253435241 0.01464302772 0.017397614917 0.019436428064 0.021191138771 0.021928380334 0.022643181169 0 0 0 0
20080710 0.2299701 0.2299701 0.011555804998 0.014877560154 0.017784363062 0.019624330142 0.021485307456 0.022213828135 0.022831304658 0 0 0 0
20080711 0.2208134 0.2208134 0.011658464181 0.015005642338 0.017856639904 0.019898919444 0.021645858477 0.022386656554 0.022872367853 0 0 0 0
20080714 0.2121488 0.2121488 0.011472467359 0.014624091312 0.017311418324 0.019157744681 0.02098389201 0.021748174649 0.022477874628 0 0 0 0
20080715 0 0 0.011694900492 0.015060433458 0.017871665047 0.019783140408 0.021679085095 0.022354157688 0.023052328413 0 0 0 0
20080716 0 0 0.01172858515 0.015086772625 0.017820646505 0.01979149209 0.021654275693 0.022423129496 0.022889895927 0 0 0 0
20080717 0 0 0.011492141204 0.01489072928 0.017545668869 0.019501772849 0.021293064293 0.022252034279 0.022788173106 0 0 0 0
20080718 0.486225 0.486225 0.011488010904 0.014864844283 0.01754672267 0.019411435601 0.021187638316 0.022188451852 0.02264217819 0 0 0 0
20080721 0.463361 0.463361 0.011510163338 0.01455066932 0.017183896844 0.018976622585 0.020824092367 0.021562750506 0.02237077168 0 0 0 0
20080722 0.441804 0.441804 0.011547467775 0.014650188411 0.017268595554 0.019286788157 0.020981908367 0.021867208235 0.022539356811 0 0 0 0
20080723 0.412643 0.412643 0.011091207324 0.014068769342 0.016860213182 0.018650706541 0.020266595122 0.021048234678 0.021519977925 0 0 0 0
