date yr0 yrhalf yr01 yr02 yr03 yr04 yr05 yr07 yr10 yr15 yr20 yr30 yr40
20080602 0 0 0.042268581081 0.049668108108 0.054040912162 0.055800878378 0.056805506757 0.055666114865 0.054466351351 0 0 0 0
20080603 0 0 0.042446271186 0.049914610169 0.054398271186 0.056196305085 0.05722159322 0.056082305085 0.054862779661 0 0 0 0
20080604 0 0 0.042293686007 0.050254183673 0.05479414966 0.056633333333 0.057676632653 0.056537755102 0.055265612245 0 0 0 0
20080605 0 0 0.041880714286 0.049952271186 0.054880168919 0.056733277027 0.057793040541 0.056732128378 0.055437466216 0 0 0 0
20080606 0 0 0.04140440678 0.049567364865 0.05489442953 0.056771040268 0.057836744966 0.056853389262 0.05555385906 0 0 0 0
20080609 0 0 0.040995777027 0.049182962963 0.054598060201 0.0569215 0.0579823 0.057045033333 0.055720833333 0 0 0 0
20080610 0 0 0.040713131313 0.049370200669 0.054552933333 0.057221125828 0.058273278146 0.057357152318 0.056019205298 0 0 0 0
20080611 0 0 0.040943913043 0.049622026578 0.054489568106 0.057239867987 0.058691480263 0.057739572368 0.056403782895 0 0 0 0
20080612 0 0 0.041349566667 0.049714817276 0.054642890365 0.057377887789 0.058851611842 0.058227770492 0.056879836066 0 0 0 0
20080613 0 0 0.0417651 0.049820733333 0.055561556291 0.057527417219 0.058979141914 0.058695868852 0.057323540984 0 0 0 0
20080616 0 0 0.041762909699 0.049819598662 0.055572990033 0.057568770764 0.059759638158 0.059098983607 0.057719967213 0 0 0 0
20080617 0 0 0.041225151515 0.049762181208 0.055506433333 0.057889036545 0.059687788779 0.059422098361 0.058021672131 0 0 0 0
20080618 0 0 0.040632711864 0.049652760943 0.055426020067 0.058219269103 0.060398881579 0.059745081967 0.058341147541 0 0 0 0
20080619 0 0 0.041166109215 0.05071902027 0.055638344595 0.058935852843 0.06117410596 0.060108675497 0.059067491749 0 0 0 0
20080620 0 0 0.040908724138 0.050552866894 0.056446271186 0.059389393939 0.061701766667 0.060993554817 0.05993705298 0 0 0 0
20080623 0 0 0.041573910035 0.050838247423 0.057756508475 0.060238412162 0.06220409396 0.061513010033 0.060863122924 0 0 0 0
20080624 0 0 0.041252937063 0.050645138889 0.057698356164 0.060784353741 0.062850439189 0.062194915825 0.061590267559 0 0 0 0
20080625 0 0 0.041590598592 0.052089930556 0.057749377163 0.061414041096 0.063605136054 0.06299179661 0.062000371622 0 0 0 0
20080626 0 0 0.042691872792 0.052180140351 0.059489411765 0.061867474048 0.064674212329 0.064086211604 0.063525762712 0 0 0 0
